1,Site,Bearing,Point,Litter Cover,Litter Depth OG,Litter Depth,Undergrowth,Growth >2m,Canopy Cover,Notes,Recorder
2001,MP-BS-02,West,50,70,19,14,"2, 3, 23, 38, 48",19.3,80,,
2002,MP-US-02,North,10,20,49,44,57,13.3,60,,
2003,MP-US-02,North,20,100,49,44,"9, 14, 22, 36",20.7,40,,
2004,MP-US-02,North,30,100,30,25,"4, 21",23.6,40,,
2005,MP-US-02,North,40,100,32,27,"12, 21",19.4,50,,
2006,MP-US-02,North,50,100,42,37,"23, 39, 47",11.8,60,,
2007,MP-US-02,East,10,100,28,23,10,,0,,
2008,MP-US-02,East,20,90,29,24,"1, 35",11.2,30,,
2009,MP-US-02,East,30,100,35,30,"10, 11, 12, 17, 28, 35, 46",14,50,,
2010,MP-US-02,East,40,90,20,15,"16, 18, 31, 46, 60",15.1,30,,
2011,MP-US-02,East,50,90,27,22,"4, 5, 8, 17, 24",8.6,40,,
2012,MP-US-02,South,10,60,23,18,"3, 25",14.7,40,Log,
2013,MP-US-02,South,20,100,30,25,"2, 3",17.2,10,,
2014,MP-US-02,South,30,100,38,33,"2, 5",1.5,60,,
2015,MP-US-02,South,40,90,39,34,,14.8,50,,
2016,MP-US-02,South,50,100,28,23,"10, 22, 23, 28, 41",16.8,10,,
2017,MP-US-02,West,10,100,28,23,3,20.8,70,,
2018,MP-US-02,West,20,100,28,23,"26, 34",14.3,80,,
2019,MP-US-02,West,30,100,49,44,,23.3,10,,
2020,MP-US-02,West,40,90,35,30,"21, 45",9,20,,
2021,MP-US-02,West,50,100,34,29,"19, 21, 36",,0,,
2022,GL-BS-01,North,10,30,16,11,"1, 2, 3, 5, 6",11.8,40,,
2023,GL-BS-01,North,20,50,24,19,"2, 3, 4, 5, 6, 11, 15",18.4,20,,
2024,GL-BS-01,North,30,70,27,22,"4, 6, 13, 16",25.8,30,,
2025,GL-BS-01,North,40,40,21,16,"1, 2, 3, 4, 5, 6, 7, 12, 19",16.5,60,,
2026,GL-BS-01,North,50,20,24,19,"1, 2, 3, 4, 5, 6, 7, 8, 11",,0,,
2027,GL-BS-01,East,10,50,21,16,"5, 6, 7, 8, 10",,0,,
2028,GL-BS-01,East,20,20,13,8,1,15,20,,
2029,GL-BS-01,East,30,10,31,26,"4, 5, 6, 7, 9, 12, 13, 19, 23, 26",17.4,10,,
2030,GL-BS-01,East,40,10,15,10,"1, 2, 3, 11, 12",23.8,20,,
2031,GL-BS-01,East,50,10,14,9,"12, 14, 15, 17, 18, 20, 23",27.5,30,,
2032,GL-BS-01,South,10,50,25,20,"5, 7, 8, 20, 22",13.6,10,,
2033,GL-BS-01,South,20,30,32,27,"3, 5, 6, 7, 8, 9, 10, 11, 12",24.5,20,,
2034,GL-BS-01,South,30,30,15,10,"3, 5, 6, 7, 8, 9, 10, 11, 12",9,40,,
2035,GL-BS-01,South,40,10,34,29,"1, 2, 4, 5, 8, 9, 10, 20, 21, 24",12.7,50,,
2036,GL-BS-01,South,50,20,24,19,"3, 4, 9, 13, 14, 15, 16, 17, 22",21,40,,
2037,GL-BS-01,West,10,10,27,22,"3, 4, 5, 6, 7, 8, 11, 15, 20",,0,Log,
2038,GL-BS-01,West,20,20,19,14,"3, 8, 9, 10, 14",21.2,20,,
2039,GL-BS-01,West,30,10,7,2,"4, 5",13.9,50,,
2040,GL-BS-01,West,40,50,22,17,"1, 2",25.6,40,,
2041,GL-BS-01,West,50,20,18,13,"1, 3, 5, 6",8.4,50,,
2042,GL-US-01,North,10,100,28,23,13,3.8,70,,
2043,GL-US-01,North,20,90,20,15,12,0.8,70,,
2044,GL-US-01,North,30,100,30,25,"1, 2, 4, 21, 26, 56",9.4,50,,
2045,GL-US-01,North,40,100,24,19,,19.9,40,,
2046,GL-US-01,North,50,100,41,36,,12.8,70,,
2047,GL-US-01,East,10,100,26,21,,18.9,50,,
2048,GL-US-01,East,20,90,39,34,1,13.1,10,,
2049,GL-US-01,East,30,100,24,19,,3.1,40,,
2050,GL-US-01,East,40,100,29,24,,21.9,30,,
2051,GL-US-01,East,50,100,52,47,8,3.5,70,,
2052,GL-US-01,South,10,90,28,23,10,4.4,80,,
2053,GL-US-01,South,20,100,35,30,"4, 7, 10",4.8,10,,
2054,GL-US-01,South,30,80,31,26,"3, 10",1.4,80,,
2055,GL-US-01,South,40,100,38,33,"12, 131",16.7,30,,
2056,GL-US-01,South,50,100,36,31,8,3.4,20,,
2057,GL-US-01,West,10,80,24,19,"8, 11",7.1,70,,
2058,GL-US-01,West,20,100,24,19,1,11.6,80,,
2059,GL-US-01,West,30,100,33,28,4,21.8,20,,
2060,GL-US-01,West,40,90,27,22,"1, 2, 13",14.4,60,,
2061,GL-US-01,West,50,90,31,26,"3, 5, 9, 14, 15, 17",28.8,10,,
2062,GL-BS-02,North,10,10,20,15,"14, 22",,0,,
2063,GL-BS-02,North,20,30,25,20,"10, 11, 22",,0,,
2064,GL-BS-02,North,30,0,12,7,"11, 15, 17",,0,,
2065,GL-BS-02,North,40,30,23,18,"5, 6, 13, 16, 40",,0,,
2066,GL-BS-02,North,50,20,16,11,"1, 12, 14, 25",23.8,10,,
2067,GL-BS-02,East,10,20,18,13,"3, 5, 7",24.4,40,,
2068,GL-BS-02,East,20,30,20,15,"3, 4, 5",7,20,,
2069,GL-BS-02,East,30,10,16,11,"1, 2, 3, 12, 14",,0,,
2070,GL-BS-02,East,40,10,22,17,"6, 7, 11, 14",,0,,
2071,GL-BS-02,East,50,10,14,9,"2, 6, 8, 10, 14, 19, 23, 27",,0,,
2072,GL-BS-02,South,10,40,24,19,"2, 4, 7, 8",20.8,10,,
2073,GL-BS-02,South,20,10,16,11,"1, 2, 3, 4, 5, 6, 7",,0,,
2074,GL-BS-02,South,30,70,23,18,,16,80,,
2075,GL-BS-02,South,40,50,22,17,"1, 3, 14, 21",6.2,40,,
2076,GL-BS-02,South,50,80,19,14,"3, 4, 10, 34",,0,,
2077,GL-BS-02,West,10,10,13,8,"4, 5, 9, 10, 11, 15, 18, 19, 30, 31, 38",,0,,
2078,GL-BS-02,West,20,40,27,22,"3, 4, 10, 14, 32",8.5,10,,
2079,GL-BS-02,West,30,50,25,20,"1, 2, 3, 4, 5, 6, 7, 8, 10",1.6,80,,
2080,GL-BS-02,West,40,50,23,18,"4, 5, 13, 14, 25, 33, 36",,0,,
2081,GL-BS-02,West,50,10,15,10,,11.1,70,,
2082,GL-US-02,North,10,100,27,22,"6, 16",16.6,10,,
2083,GL-US-02,North,20,70,52,47,,5.5,40,Log,
2084,GL-US-02,North,30,100,39,34,"12, 13, 22",3.3,60,,
2085,GL-US-02,North,40,100,27,22,1,14.5,10,,
2086,GL-US-02,North,50,80,46,41,"1, 4, 6, 12, 22, 26, 31",7.5,50,,
2087,GL-US-02,East,10,100,37,32,"1, 4, 16",5.7,80,,
2088,GL-US-02,East,20,100,22,17,,9.1,40,,
2089,GL-US-02,East,30,100,25,20,"7, 8",3.4,40,,
2090,GL-US-02,East,40,100,31,26,,0.8,30,,
2091,GL-US-02,East,50,100,34,29,1,9.6,30,,
2092,GL-US-02,South,10,100,26,21,"1, 2",12.1,30,,
2093,GL-US-02,South,20,100,17,12,,6.4,10,,
2094,GL-US-02,South,30,100,24,19,"11, 12",12.4,80,,
2095,GL-US-02,South,40,100,36,31,"2, 16, 49",15.8,40,,
2096,GL-US-02,South,50,100,30,25,"11, 23",15.1,40,,
2097,GL-US-02,West,10,80,18,13,"1, 6",6.7,10,,
2098,GL-US-02,West,20,100,36,31,"3, 6, 7, 13, 14, 15, 19",,0,,
2099,GL-US-02,West,30,100,36,31,"8, 9, 12",19.2,50,,
2100,GL-US-02,West,40,100,32,27,,8.9,70,,
2101,GL-US-02,West,50,90,24,19,"3, 4, 7",15.3,40,,
2102,GL-BS-03,North,10,60,28,23,"4, 12, 29",13.4,10,,
2103,GL-BS-03,North,20,40,21,16,"1, 3, 7, 12, 13, 23",,0,,
2104,GL-BS-03,North,30,70,27,22,"1, 5, 6, 9, 11, 21, 26, 31, 38, 45, 52, 70",6.2,30,,
2105,GL-BS-03,North,40,60,21,16,"1, 2, 3, 4, 5, 11, 19",5.3,50,,
2106,GL-BS-03,North,50,60,24,19,"5, 6, 7, 9, 10, 16, 17, 19, 21, 27, 83",6.8,60,,
2107,GL-BS-03,East,10,50,26,21,"3, 4, 8, 11, 16",22.5,20,,
2108,GL-BS-03,East,20,50,20,15,"2, 3, 6, 8, 12",12.2,10,,
2109,GL-BS-03,East,30,40,18,13,"3, 6",16.7,10,,
2110,GL-BS-03,East,40,30,17,12,"4, 10",12.1,10,,
2111,GL-BS-03,East,50,20,12,7,"1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 22, 28",11.6,30,,
2112,GL-BS-03,South,10,50,18,13,"6, 7, 8, 9, 10, 12, 16, 23, 27, 34, 35, 37",,0,,
2113,GL-BS-03,South,20,40,19,14,"12, 21, 22, 28, 30, 39, 44, 52, 58, 62, 65, 66, 67",,0,,
2114,GL-BS-03,South,30,10,9,4,"1, 4, 5, 10, 12",,0,,
2115,GL-BS-03,South,40,20,14,9,"2, 4, 5, 6, 7, 8, 9, 16, 18, 19, 20, 23, 25, 26, 29, 30, 31, 32, 33, 34",17.9,20,,
2116,GL-BS-03,South,50,30,16,11,"3, 9, 34, 35, 38, 42, 43, 52, 62, 66, 74",8.2,30,,
2117,GL-BS-03,West,10,40,22,17,"2, 5, 15, 37",13.8,10,,
2118,GL-BS-03,West,20,50,20,15,"3, 10",12.9,60,,
2119,GL-BS-03,West,30,30,17,12,"2, 5, 6, 7, 8, 9, 13, 14, 21, 37",,0,,
2120,GL-BS-03,West,40,20,14,9,"8, 9, 19, 34",,0,Dry creek bed,
2121,GL-BS-03,West,50,10,9,4,"1, 2, 3, 5, 6, 7, 8, 9, 12, 14, 26",,70,Dry creek bed,
2122,GL-US-03,North,10,100,32,27,"2, 7, 11, 13, 14, 15, 16, 24, 25",14.5,40,,
2123,GL-US-03,North,20,90,23,18,"4, 8, 9, 10, 11, 12, 13, 15, 16, 24, 25",14.8,30,,
2124,GL-US-03,North,30,90,23,18,"6, 16, 23",,0,,
2125,GL-US-03,North,40,80,20,15,"4, 6, 10, 20",,0,,
2126,GL-US-03,North,50,80,29,24,"9, 10, 19, 20, 52",13.5,20,,
2127,GL-US-03,East,10,30,23,18,"6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 23",14.1,20,,
2128,GL-US-03,East,20,50,14,9,19,,0,,
2129,GL-US-03,East,30,40,19,14,"4, 5, 6, 7, 8, 9, 10, 12, 16, 20, 33",,0,,
2130,GL-US-03,East,40,20,19,14,"4, 5, 6, 7, 8, 9",2.6,30,,
2131,GL-US-03,East,50,80,17,12,"6, 7, 8, 14, 15, 19, 21",,0,,
2132,GL-US-03,South,10,100,24,19,"4, 16, 17, 50",9.8,10,,
2133,GL-US-03,South,20,100,47,42,"1, 10, 12, 13, 14, 15, 16, 18, 22, 25, 32, 70, 176",1.2,30,,
2134,GL-US-03,South,30,100,59,54,"3, 4, 5, 6, 7, 8, 9, 10, 14, 18, 19, 20, 21, 22, 25, 32, 166",1,40,,
2135,GL-US-03,South,40,90,29,24,"9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 24, 35, 38, 40, 63, 66, 76, 82, 100",15.3,10,,
2136,GL-US-03,South,50,40,18,13,"4, 12, 14, 19, 31, 181, 182, 190, 191, 192, 193, 194, 195, 197, 198, 199",0.2,20,,
2137,GL-US-03,West,10,70,28,23,"6, 11, 14, 15, 16, 59",11.6,20,,
2138,GL-US-03,West,20,80,29,24,"3, 11, 12, 18",15.9,30,,
2139,GL-US-03,West,30,90,31,26,"1, 6, 7, 10, 15, 52",12.4,30,,
2140,GL-US-03,West,40,70,21,16,"2, 3, 9, 10, 11, 21, 26",,0,,
2141,GL-US-03,West,50,60,22,17,,12.9,10,,
2142,GL-BS-04,North,10,90,17,12,"1, 3, 4, 7",5.2,30,Rocks,
2143,GL-BS-04,North,20,90,20,15,,12.2,20,Rocks,
2144,GL-BS-04,North,30,90,22,17,"3, 8, 12, 24, 36",18.6,20,,
2145,GL-BS-04,North,40,30,13,8,,16,20,Rocks,
2146,GL-BS-04,North,50,50,17,12,"6, 7, 8, 13, 17, 25",15.9,10,,
2147,GL-BS-04,East,10,50,25,20,"5, 27",20.2,40,,
2148,GL-BS-04,East,20,40,28,23,"1, 2, 3, 10, 33, 35, 41, 42, 45, 46, 47",21.1,50,,
2149,GL-BS-04,East,30,80,15,10,"1, 4, 5, 9, 12, 13, 14, 15, 16, 23, 25",17.7,20,,
2150,GL-BS-04,East,40,20,16,11,"1, 3, 8, 9, 15, 26, 28, 41",29.5,40,,
2151,GL-BS-04,East,50,60,22,17,,25.2,30,,
2152,GL-BS-04,South,10,40,12,7,"1, 4",21.8,20,,
2153,GL-BS-04,South,20,70,26,21,10,,0,,
2154,GL-BS-04,South,30,90,27,22,"1, 2, 3, 6, 13, 27, 37",23.8,10,,
2155,GL-BS-04,South,40,40,18,13,"1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 15, 18, 30",13.6,20,,
2156,GL-BS-04,South,50,40,19,14,"12, 13, 14, 15, 16, 17, 20, 24, 28",11,40,,
2157,GL-BS-04,West,10,30,16,11,,13.9,30,Rocks,
2158,GL-BS-04,West,20,40,23,18,"1, 5, 7, 10, 15, 26, 29, 32, 36, 42, 45",18.2,40,Rocks,
2159,GL-BS-04,West,30,50,15,10,"12, 20",16,20,,
2160,GL-BS-04,West,40,20,8,3,"6, 7, 12, 76",7.6,10,,
2161,GL-BS-04,West,50,60,12,7,"1, 2",14.1,40,,
2162,GL-US-04,North,10,50,32,27,"1, 2, 3, 7, 11",6.2,50,Rocks,
2163,GL-US-04,North,20,80,25,20,"2, 3, 4, 6, 28, 29",9.3,30,,
2164,GL-US-04,North,30,80,22,17,"1, 2",4,60,,
2165,GL-US-04,North,40,60,21,16,2,4,50,,
2166,GL-US-04,North,50,90,41,36,"3, 17",6.4,30,,
2167,GL-US-04,East,10,90,33,28,"7, 8, 9, 10, 11, 12, 14, 15, 18, 21, 28, 90, 135",7.6,20,,
2168,GL-US-04,East,20,80,41,36,"1, 8, 9, 17, 46",11,10,,
2169,GL-US-04,East,30,100,24,19,"1, 5, 16",3.4,20,,
2170,GL-US-04,East,40,100,35,30,"1, 10",2.7,50,,
2171,GL-US-04,East,50,50,18,13,"4, 8, 9, 10",5.1,100,,
2172,GL-US-04,South,10,90,34,29,"4, 5, 6, 7, 16",,10,,
2173,GL-US-04,South,20,90,49,44,"9, 11",12.4,30,Rocks,
2174,GL-US-04,South,30,70,24,19,"1, 2, 6, 10, 14",10,50,,
2175,GL-US-04,South,40,80,43,38,"2, 3, 4, 5, 9, 10",17.1,10,,
2176,GL-US-04,South,50,90,19,14,"4, 11, 32",2.2,60,,
2177,GL-US-04,West,10,70,20,15,"6, 7, 17",,0,Rocks,
2178,GL-US-04,West,20,90,39,34,"1, 2, 27",8.5,40,,
2179,GL-US-04,West,30,100,30,25,"1, 2, 3, 5, 6, 10, 40",17.1,50,,
2180,GL-US-04,West,40,100,41,36,"2, 9",3.9,50,,
2181,GL-US-04,West,50,70,29,24," 4, 5, 10, 11, 20, 24",8.6,40,,
